order_id,order_date,customer_id,country,product_id,quantity,unit_price,discount_pct,status
22733,2023-08-03,827,SE,532,3,231.9,3.23,done
22734,2015-05-29,21799,POL,572,4,104.99,10.29,done
22735,2018/04/13,48810,sweden,1625,5,107.48,1.88,complete
22736,2020-12-25,28273,AT,935,4,85.31,13.82,Done
22737,25-08-2021,31592,austria,1618,2,74.4,10.56,SHIP
22738,2020-01-12,32665,italy,525,1,288.78,2.29,complete
22739,2018/12/29,7344,SK,964,4,181.72,22.72,shipped
22740,2015-10-12,34815,slovak,2470,4,157.64,12.32,SHIP
22741,2021/12/22,19252,POL,378,4,224.95,,Shipped
22742,2024/01/18,11610,CZ,1608,3,108.35,21.87,shipped
22743,2023-02-11,56789,AT,1710,4,222.64,7.43,Shipped
22744,06/01/2022,20803,FR,1216,3,267.38,12.41,CANCELLED
22745,2021.05.28,17183,Spain,232,3,148.61,0.06,Shipped
22746,2022-10-14,57151,France,1840,1,192.8,8.81,DONE
22747,2022-10-31,46651,Czech Republic,192,3,290.52,1.99,SHIP
22748,01-02-2015,35749,pl,1308,4,172.01,18.14,done
22749,21/08/2018,58075,France,2353,4,197.35,0.0,Done
22750,2023/09/29,12958,Poland,760,6,199.35,2.39,DONE
22751,2023-07-28,41153,spain,255,5,385.6,0.0,Completed
22752,2022-02-16,33173,germany,169,6,122.38,17.69,Completed
22753,2018-02-12,42269,Austria,1888,1,146.78,23.41,Shipped
22754,2022-12-26,57064,Holland,186,3,81.42,10.23,Completed
22755,2017-05-18,35549,poland,2493,3,157.45,21.61,done
22756,2017-04-18,16254,Austria,1919,1,48.7,,done
22757,2020-06-03,56931,slovak,755,3,101.68,16.03,SHIP
22758,2020/10/11,25032,france,1637,4,243.57,7.37,Shipped
22759,2018-07-29,52373,SLOVAKIA,576,4,0.0,,completed
22760,2021/01/18,30311,italy,1413,3,190.5,19.71,SHIP
22761,2022-02-12,16481,Holland,169,2,127.28,23.98,DONE
22762,2016-11-10,7311,Holland,2293,1,213.53,0.0,COMPLETED
22763,2017-12-03,41297,ES,436,5,273.42,11.87,Completed
22764,2021/12/31,5638,germany,2003,3,222.45,13.3,Completed
22765,2024-05-01,32343,pl,2192,2,93.29,19.88,DONE
22766,2023-11-22,21796,AT,278,4,385.09,0.0,Done
22767,2016-05-10,20843,Czech,1006,3,130.59,,DONE
22768,2020/10/05,53131,IT,438,3,155.04,12.39,Completed
22769,2023.01.02,333,Czech,1733,5,143.24,13.66,Shipped
22770,2017-06-09,9114,Sweden,2063,5,0.0,18.12,complete
22771,2021-07-01,4146,NL,553,2,210.03,16.5,Done
22772,2019-05-03,25681,AT,2057,5,131.1,13.88,SHIP
22773,2021/09/08,51432,IT,1852,7,164.06,14.56,Shipped
22774,2015-05-20,7927,sweden,194,2,133.52,5.85,Shipped
22775,02-03-2018,12622,Czech Republic,982,5,0.0,,CANCELLED
22776,2018-02-03,1893,italy,1758,5,391.06,14.66,Shipped
22777,2019.03.27,39992,poland,817,6,241.79,22.4,completed
22778,2016-03-08,11328,AT,1981,4,238.75,19.33,Done
22779,2019-06-07,28428,Poland,1296,4,74.82,,complete
22780,2020-06-24,22849,germany,70,3,104.68,22.51,completed
22781,29-04-2015,21527,Czech Republic,2288,2,52.97,,Completed
22782,2018-01-05,47603,Czechia,910,6,64.31,14.84,Completed
22783,2016-11-02,36875,germany,1755,4,182.35,0.0,Done
22784,2024/10/14,59174,Spain,25,2,300.07,7.17,CANCELLED
22785,2016-05-12,58416,FR,687,3,98.54,,SHIP
22786,02-05-2021,11476,Sweden,1321,6,256.72,15.48,done
22787,2019-01-09,30467,austria,669,4,142.73,2.75,complete
22788,30-11-2017,28486,italy,1025,3,89.27,16.33,done
22789,08-08-2023,38945,czechia,1147,4,154.36,3.68,Shipped
22790,2021-09-14,28652,Sweden,2208,3,127.51,8.13,SHIP
22791,2021-04-03,21212,Spain,2205,2,76.62,4.68,completed
22792,2015-12-16,55389,Czech Republic,1055,3,185.7,20.87,Shipped
22793,25/08/2017,46513,NL,1805,4,179.06,0.0,done
22794,2017-10-30,10287,spain,1810,5,173.48,5.78,CANCELLED
22795,2019-05-29,27482,Spain,2462,4,142.16,4.98,completed
22796,2024-04-07,23495,CZ,1036,2,368.33,15.61,COMPLETED
22797,2019-01-17,9210,sweden,2124,2,279.63,13.87,done
22798,2018.05.04,24531,ES,979,2,293.19,6.47,DONE
22799,2015/10/10,26313,ES,1289,4,175.91,2.91,CANCELLED
22800,2018/11/23,17440,AT,1547,2,214.69,13.43,Done
22801,2015.08.02,8497,AT,618,5,166.84,8.17,complete
22802,2018/09/18,47828,Spain,2474,3,187.39,25.5,SHIP
22803,28-09-2024,52276,Austria,734,2,384.03,0.59,Done
22804,2020/08/15,8923,Germany,99,5,240.26,,CANCELLED
22805,10-02-2017,56198,SE,1638,4,217.03,18.38,Completed
22806,29-12-2017,22475,Polska,1701,2,204.16,0.0,Completed
22807,2020/10/10,12259,Deutschland,1216,4,230.32,14.13,done
22808,30-03-2015,41926,PL,1167,3,139.02,27.02,DONE
22809,2023-12-31,42242,Poland,398,3,251.92,7.47,DONE
22810,2020/11/04,47998,france,2264,2,98.07,33.44,complete
22811,2019-12-12,5925,italy,1806,7,234.84,18.25,completed
22812,2022-03-17,7763,poland,1234,1,232.21,,shipped
22813,2017-01-01,2747,IT,1430,3,221.45,17.98,done
22814,2015-04-08,30390,Austria,134,2,127.64,6.07,complete
22815,2021/03/12,8875,Czech,1311,2,102.84,1.71,shipped
22816,2016-08-29,17130,Austria,526,1,138.24,1.86,DONE
22817,2015-02-27,32160,Holland,2489,5,68.9,24.86,done
22818,08-05-2024,9311,czechia,95,3,167.14,11.38,completed
22819,03/12/2022,18964,spain,1940,4,191.91,19.11,done
22820,2016-03-07,38343,Deutschland,980,3,75.05,17.07,done
22821,23-12-2023,42081,germany,2146,2,192.03,16.06,COMPLETED
22822,27/09/2015,20113,France,1820,5,156.66,17.51,complete
22823,2023-01-15,51406,FR,1404,7,137.06,0.0,complete
22824,2019-03-09,57597,Spain,1711,4,174.49,13.43,complete
22825,2020/03/24,10831,IT,2430,7,174.7,8.33,CANCELLED
22826,30-09-2021,35429,sweden,2047,2,75.14,9.05,complete
22827,2015-12-29,21182,Italy,1146,3,124.55,7.7,COMPLETED
22828,2024/02/06,654,italy,2411,2,72.77,26.77,complete
22829,2016-07-02,51258,Deutschland,874,1,224.03,26.22,DONE
22830,2024/06/25,45118,AT,746,3,160.84,0.0,complete
22831,2015-12-10,4855,CZ,1891,1,220.88,18.87,Done
22832,2016-10-13,15490,France,96,1,149.26,1.43,done
22833,2015/08/20,42325,FR,1429,1,115.25,18.59,completed
22834,2018-12-26,9344,Spain,864,6,205.01,3.6,Completed
22835,08-12-2020,19475,sweden,1632,3,98.66,11.56,DONE
22836,2021-04-22,5933,IT,480,4,280.93,3.41,completed
22837,2023-05-07,11843,CZ,1494,1,330.7,12.85,Done
22838,05-05-2020,32467,austria,127,3,317.96,15.46,complete
22839,2020-02-17,9402,Italy,340,1,118.82,30.08,SHIP
22840,27-04-2018,47031,Spain,1354,4,129.62,24.68,CANCELLED
22841,2021/07/29,37301,Czech Republic,788,1,283.57,26.24,completed
22842,2024-02-10,20737,Italy,888,3,254.03,2.75,Done
22843,2018-08-12,1385,Czech Republic,1555,3,91.31,12.87,COMPLETED
22844,16-08-2018,16112,SLOVAKIA,1525,2,109.49,27.5,Shipped
22845,2018-07-01,15779,Czech,2319,4,174.96,11.2,Completed
22846,2017-05-02,10022,SK,547,6,94.84,6.84,Done
22847,24-09-2020,28795,Czechia,881,5,197.2,6.3,done
22848,2016-01-26,15904,SLOVAKIA,416,4,306.46,13.22,CANCELLED
22849,2023-05-31,13235,netherlands,1155,3,256.73,9.04,Shipped
22850,2016-06-10,48310,Spain,2208,5,102.45,0.06,SHIP
22851,2016-10-20,5648,Czechia,159,5,121.78,6.3,SHIP
22852,2015-10-01,7504,Czechia,654,1,129.85,12.5,shipped
22853,2018-11-13,14549,austria,1699,1,250.37,0.0,Shipped
22854,2022-08-21,34964,Austria,2048,6,85.26,15.92,shipped
22855,2024/02/17,41416,slovak,444,3,96.44,22.47,shipped
22856,2019-05-29,2975,poland,2335,1,105.57,32.24,DONE
22857,01/06/2017,16723,slovak,1759,2,160.72,3.36,Done
22858,2022-04-25,6593,Poland,388,2,117.24,22.93,done
22859,2021-12-02,54625,austria,1986,4,165.46,29.31,SHIP
22860,2021-11-14,51779,austria,1528,4,363.96,9.8,Completed
22861,02/07/2019,23348,Netherlands,427,3,99.22,7.98,SHIP
22862,2020-09-18,20996,Sweden,707,3,256.98,,DONE
22863,2015/09/06,30077,Italy,1028,2,177.16,,DONE
22864,2017-07-25,18614,ES,1005,1,135.35,11.61,completed
22865,2024-04-30,44238,SLOVAKIA,880,2,367.07,21.37,DONE
22866,2015/06/25,50444,italy,1078,5,124.49,17.46,DONE
22867,2018/01/08,10173,ES,1209,4,215.19,18.56,Shipped
22868,2017-04-28,44550,CZ,1911,1,215.07,13.24,Done
22869,2016-05-12,39617,italy,41,4,251.88,,Shipped
22870,2024-04-19,6154,IT,2320,2,354.58,2.86,done
22871,2016-04-25,31446,IT,208,3,82.07,31.79,COMPLETED
22872,2019-12-05,14554,italy,2332,3,112.8,16.08,CANCELLED
22873,2023.06.17,55670,sweden,1523,4,208.16,,completed
22874,18-01-2015,53386,SLOVAKIA,2045,5,307.87,0.0,Shipped
22875,2016/02/09,25232,czechia,1133,4,304.11,18.94,completed
22876,2018-06-26,22063,france,713,3,142.41,0.0,completed
22877,2016/07/15,23256,Deutschland,2298,4,78.98,28.39,Shipped
22878,2016-11-16,29003,SE,1665,6,117.73,24.91,Done
22879,2020-12-09,6004,sweden,752,5,228.71,17.4,completed
22880,2016-10-08,5024,Germany,2394,1,203.54,8.45,Completed
22881,2021-06-14,49147,czechia,1350,6,127.59,11.05,done
22882,2024-13-40,32462,NL,1007,5,217.89,29.07,SHIP
22883,2017-05-09,25973,Czech,168,2,157.2,,DONE
22884,2017-02-27,43722,CZ,212,4,163.4,9.86,COMPLETED
22885,2015/02/23,20282,sweden,1824,2,90.52,0.0,Completed
22886,10/03/2015,57215,ES,1981,6,203.32,,Completed
22887,2018/12/23,7801,austria,2258,6,316.93,19.54,COMPLETED
22888,2019-12-04,44443,czechia,547,2,113.31,1.11,Done
22889,2016-11-17,15579,austria,1595,3,242.82,1.72,DONE
22890,2018.04.14,18221,AT,2076,3,118.2,0.0,SHIP
22891,2016/06/20,18718,Deutschland,321,3,68.66,17.66,shipped
22892,2021-11-13,40607,Spain,783,3,226.75,21.59,CANCELLED
22893,14/12/2018,30366,SLOVAKIA,1390,2,185.61,16.52,DONE
22894,2022-05-29,35977,Sweden,14,4,143.9,5.6,SHIP
22895,26-07-2020,798,SE,2301,5,230.19,4.05,CANCELLED
22896,2018-11-02,33005,Poland,674,2,127.26,11.96,complete
22897,2021-04-28,14657,NL,1209,5,264.68,36.79,complete
22898,02/02/2015,13988,poland,1462,3,146.05,29.27,SHIP
22899,2021-12-07,2371,CZ,190,3,195.26,0.0,Completed
22900,2018-10-10,17096,ES,2417,4,290.21,20.09,COMPLETED
22901,2020-03-05,10769,ES,1389,1,218.56,6.35,done
22902,15-04-2020,28598,Spain,1590,3,220.51,,CANCELLED
22903,2020-08-23,45133,sweden,1664,2,110.79,2.65,completed
22904,2022-01-12,18909,SE,1243,3,252.36,18.59,completed
22905,2016/02/20,5111,FR,323,1,258.13,27.44,completed
22906,not_a_date,31506,SK,1000,4,109.82,,CANCELLED
22907,2015-11-18,36086,IT,62,2,261.52,23.35,Done
22908,2017-05-28,28722,Deutschland,1643,1,83.81,10.32,Shipped
22909,2016/12/04,25351,Netherlands,1347,2,89.6,5.97,COMPLETED
22910,28-12-2020,41240,slovak,436,4,292.72,,Done
22911,2021.01.28,49147,austria,1051,3,131.98,1.86,complete
22912,2023.05.16,16261,slovak,1090,3,164.27,22.64,SHIP
22913,2020-04-09,21244,Czech Republic,453,4,77.74,5.35,shipped
22914,2022-07-06,50571,PL,760,5,250.09,9.84,Done
22915,2023-12-04,25398,GER,1839,3,205.98,28.25,done
22916,2016-05,49923,PL,1857,2,111.38,11.46,SHIP
22917,2022-04-06,41646,Slovakia,2341,2,83.83,8.8,COMPLETED
22918,2018-05-04,45143,DE,2209,6,177.99,9.24,complete
22919,04-11-2017,42208,netherlands,425,3,57.72,,Done
22920,2024/09/09,30920,Czechia,1014,0,294.03,12.87,completed
22921,2017-01-30,24491,Holland,926,5,72.36,4.12,COMPLETED
22922,2024/03/09,17932,FR,2356,4,251.51,15.71,Shipped
22923,2023/04/17,5001,FR,2138,4,320.97,,Done
22924,2023-11-06,43356,Italy,2143,2,80.53,5.45,completed
22925,2020-11-26,43472,Austria,739,4,271.31,19.62,SHIP
22926,2020-11-22,17188,Italy,1129,4,90.84,5.97,COMPLETED
22927,2019/01/12,43021,Spain,2155,3,332.3,11.63,COMPLETED
22928,2019/01/05,20806,Deutschland,423,4,255.54,28.41,Completed
22929,2023-07-27,19037,Germany,614,8,212.83,21.73,Shipped
22930,01-12-2018,19485,IT,810,3,158.05,26.16,Done
22931,2019-11-28,22346,spain,2466,1,243.29,17.72,DONE
22932,2024-12-22,24764,slovak,1974,3,285.54,22.34,SHIP
22933,09-08-2018,31711,FR,1692,2,135.26,0.46,completed
22934,2023-04-13,5293,Netherlands,461,5,422.59,20.01,DONE
22935,2017-11,49243,Spain,35,6,202.61,11.47,COMPLETED
22936,2015/04/22,3070,netherlands,230,3,188.65,23.03,done
22937,2020-12-15,715,IT,538,5,252.5,,completed
22938,2019-11-08,39548,Sweden,217,3,223.41,17.56,Shipped
22939,2022-11-28,46756,austria,1070,2,257.87,25.65,completed
22940,2015/01/19,55331,IT,85,6,277.47,8.01,Completed
22941,2015-10-09,43546,Netherlands,1022,4,93.46,9.22,Shipped
22942,2023/08/28,54287,italy,468,2,59.17,4.92,shipped
22943,2019/11/12,16449,DE,1780,2,275.7,18.63,Completed
22944,2020-01-30,57001,Sweden,108,5,141.07,37.55,shipped
22945,2017-04-22,59823,AT,1695,4,221.11,2.07,DONE
22946,2024-04-26,24545,Holland,434,4,239.46,,SHIP
22947,08-03-2024,53163,austria,518,4,220.24,15.58,SHIP
22948,2020/03/18,53879,italy,448,4,87.43,21.13,COMPLETED
22949,not_a_date,52670,Italy,2397,5,69.77,14.7,done
22950,17-11-2024,59180,Czech,1271,3,228.58,11.53,DONE
22951,2023/12/13,27175,sweden,18,4,174.56,0.0,DONE
22952,2020-04-07,18512,Spain,114,2,132.16,15.7,CANCELLED
22953,28/04/2021,45198,FR,1247,3,69.31,,COMPLETED
22954,2019-06-18,24292,FR,1228,4,72.62,19.34,shipped
22955,2017-01-28,26374,Slovakia,1987,2,143.44,12.15,completed
22956,2021-11-13,32582,Czech,514,1,240.22,18.49,Done
22957,2021-10-03,13741,CZ,2463,5,91.5,,SHIP
22958,15-07-2020,48152,SE,1796,5,156.51,17.98,Done
22959,09-03-2023,34858,france,1191,1,98.97,0.07,Completed
22960,2019-07-31,17829,FR,118,3,260.56,27.32,Completed
22961,2023-09-02,59975,slovak,1228,3,71.71,7.45,Shipped
22962,2017/03/19,11769,POL,1596,4,172.61,27.95,COMPLETED
22963,2024-09-05,28422,Sweden,397,1,264.05,9.46,completed
22964,2017/01/23,49752,Netherlands,1207,2,86.42,7.55,Completed
22965,2016-08-29,2775,ES,2061,3,145.03,13.69,COMPLETED
22966,2021/01/16,44314,sweden,1142,2,191.02,18.39,Shipped
22967,2015/12/14,13144,IT,2041,3,212.36,17.28,done
22968,2016-09-28,34284,slovak,553,4,153.85,0.0,COMPLETED
22969,08-05-2022,12979,SK,2210,3,251.08,18.07,completed
22970,2018-02-07,30319,Slovakia,302,6,111.73,27.17,done
22971,2023-01-01,53419,Czechia,104,2,280.15,25.08,CANCELLED
22972,13-08-2016,8299,SK,110,2,188.64,,CANCELLED
22973,24/11/2018,10253,Slovakia,593,3,132.16,1.3,shipped
22974,2018-11-27,28038,pl,1795,3,90.09,17.23,DONE
22975,2019-11-11,52332,France,900,3,0.0,0.0,done
22976,2019-02-18,37269,PL,1209,4,260.77,0.0,shipped
22977,2018/11/28,38838,France,542,1,270.61,4.45,Completed
22978,2018-05-06,40227,NL,1290,2,252.32,5.01,CANCELLED
22979,12-03-2015,39615,spain,401,1,110.28,16.72,DONE
22980,2021/03/18,49317,italy,791,3,290.02,10.82,completed
22981,2019-10-20,31972,Spain,2230,2,185.82,17.54,SHIP
22982,2018-10-19,22936,germany,1114,4,138.62,0.0,DONE
22983,not_a_date,54762,ES,2436,2,107.66,,Completed
22984,10-12-2023,34873,SK,990,7,331.76,39.11,COMPLETED
22985,2017-06-11,14946,slovak,423,2,253.88,14.43,SHIP
22986,2024-04-05,2087,SE,2218,2,130.74,14.22,complete
22987,21/03/2017,22490,Slovakia,2319,1,211.9,22.4,SHIP
22988,2024/10/11,45382,netherlands,2103,3,257.83,5.32,done
22989,2019-04-01,23245,sweden,213,1,236.84,16.14,complete
22990,2020-05-22,22896,Czech Republic,1459,2,125.36,9.54,Completed
22991,2017-12-28,46878,netherlands,215,4,156.93,7.37,done
22992,2024/06/16,34862,Holland,778,3,137.52,15.09,Completed
22993,2017-11-16,75,POL,296,5,146.2,,shipped
22994,13-05-2022,13984,slovak,1280,3,226.86,0.0,CANCELLED
22995,2015-04-04,41214,AT,815,1,181.65,9.21,SHIP
22996,2020-08-24,26954,poland,1819,5,177.73,28.07,shipped
22997,2022-06-25,33872,Austria,39,3,199.92,19.71,done
22998,2019-10-10,48251,AT,1894,1,262.55,23.81,DONE
22999,2021/07/01,22265,germany,2478,4,151.54,4.11,DONE
23000,2022-09-29,48032,France,2094,5,276.6,,done
23001,2020-01-02,45980,Czechia,1888,3,123.59,8.93,DONE
23002,2017-03-24,51980,sweden,1029,3,83.35,2.0,DONE
23003,2018-12-24,15778,Austria,115,2,101.51,23.02,Shipped
23004,2022-05-15,30873,Czechia,314,1,217.55,13.85,complete
23005,10-10-2017,50868,ES,2250,1,80.27,9.47,SHIP
23006,20-05-2021,44890,Italy,1936,5,238.39,0.0,CANCELLED
23007,2016-07-18,12565,italy,2311,2,175.48,27.48,Completed
23008,2024-05-13,52459,SE,587,1,222.95,9.01,DONE
23009,2021-01-14,56098,sweden,1084,2,116.75,12.77,COMPLETED
23010,2019-09-30,44445,SK,1029,1,72.03,7.88,Done
23011,2023-02-24,8232,France,1674,3,222.03,19.91,complete
23012,2022-12-25,21322,italy,1051,2,122.69,,done
23013,25/12/2015,25839,CZ,920,3,189.22,22.07,complete
23014,2018-02-02,7653,Holland,50,4,409.0,23.81,complete
23015,2019-08-24,33535,SLOVAKIA,1402,4,292.83,11.58,Completed
23016,2018-06-21,32539,Sweden,1086,2,120.56,0.0,complete
23017,2018/03/21,41737,austria,184,3,241.42,4.11,Shipped
23018,2018/08/01,10523,Sweden,1601,2,163.56,32.83,Done
23019,2016-06-26,38812,austria,1889,2,207.16,12.61,DONE
23020,2016-03-30,53959,SE,1947,5,118.6,25.79,DONE
23021,2017.08.30,53060,Polska,1341,1,105.53,,done
23022,2015/10/07,30877,sweden,913,3,121.83,10.78,Done
23023,2020-02-18,1383,sweden,441,3,172.58,19.85,COMPLETED
23024,2016-08-04,59756,AT,1648,4,141.25,14.88,done
23025,2015-09-27,56010,SLOVAKIA,2058,2,262.65,0.0,COMPLETED
23026,2023-06-09,26419,POL,570,5,97.29,6.64,completed
23027,30/11/2020,5860,Slovakia,2455,3,72.98,22.88,DONE
23028,28-12-2023,4843,Spain,1463,2,180.94,1.37,done
23029,2024-11-19,14820,ES,1909,3,189.0,0.0,Shipped
23030,2020/12/15,25013,slovak,723,1,122.69,25.26,COMPLETED
23031,2022-12-22,40651,GER,439,5,204.08,20.85,Completed
23032,27-08-2016,13370,SLOVAKIA,2024,2,74.09,,complete
23033,2021.12.27,32712,Slovakia,2204,4,163.42,10.1,CANCELLED
23034,2020/07/23,46,CZ,754,2,139.33,,done
23035,2021-10-30,6490,Germany,1988,4,206.95,0.0,Done
23036,2016-01-22,10720,france,450,1,105.84,,SHIP
23037,2024/06/03,37820,CZ,1478,2,206.11,,done
23038,2019-03-22,32266,france,896,5,227.37,13.48,Completed
23039,28-10-2022,42818,Holland,1342,4,241.16,6.84,Completed
23040,2024-12-08,26205,SK,458,2,249.35,16.81,Done
23041,19/10/2023,53492,Czechia,2288,3,53.06,,shipped
23042,2018-02-24,18260,sweden,739,5,273.73,9.1,SHIP
23043,2019/01/10,54257,Deutschland,1292,2,203.55,27.81,SHIP
23044,2021-07-20,3439,IT,134,1,156.92,8.88,CANCELLED
23045,2020-06-11,38321,austria,2288,3,77.87,17.54,done
23046,18-02-2019,5548,NL,2207,3,187.38,0.0,complete
23047,2021-08-06,30070,SLOVAKIA,425,3,58.42,12.61,done
23048,2024-02-15,17853,Italy,186,5,98.78,11.94,done
23049,2018/02/14,19248,Czech,846,1,190.96,,COMPLETED
23050,2016-05-05,36076,FR,1253,5,127.27,26.86,DONE
23051,2021-10-28,50903,Germany,295,1,98.52,7.71,Completed
23052,2020-12-05,59172,Czech Republic,205,4,77.46,,DONE
23053,2024-01-27,37412,AT,1726,2,343.19,28.2,CANCELLED
23054,2022/06/29,3934,Czech,521,4,237.73,0.48,done
23055,2018/12/24,37198,netherlands,1568,3,417.9,13.9,SHIP
23056,25-05-2021,36906,NL,1480,2,112.39,17.2,shipped
23057,2023-09-07,9605,Polska,2485,3,246.08,7.88,Shipped
23058,2018/07/16,23226,ES,1405,2,203.7,0.0,Shipped
23059,2015-03-06,34712,Italy,2438,4,166.18,0.0,DONE
23060,2021/04/27,3906,pl,1035,2,184.45,0.35,SHIP
23061,2015-04-26,13951,spain,2163,3,69.82,9.2,Done
23062,2024-06-09,21968,AT,1172,3,257.08,11.37,Done
23063,2016.09.29,54236,Germany,2227,1,137.88,5.33,DONE
23064,22/10/2018,40436,austria,2374,2,98.95,14.6,complete
23065,11-07-2024,32634,sweden,1020,6,375.88,1.52,shipped
23066,2015-11-09,58105,Sweden,1930,4,59.56,22.53,Shipped
23067,2015/01/20,4517,italy,2464,6,91.84,3.21,CANCELLED
23068,2016/01/17,5462,AT,928,3,118.35,15.13,shipped
23069,2024/11/26,5185,Spain,2127,2,273.09,33.21,done
23070,2024/10/13,27311,SE,1103,4,135.48,,COMPLETED
23071,2018/11/22,30934,ES,1990,1,194.05,22.47,Completed
23072,2022-06-30,32278,netherlands,468,7,46.06,3.83,complete
23073,2022-06-04,52708,Austria,965,3,81.29,1.19,done
23074,2015/12/31,8790,ES,610,4,98.66,,completed
23075,01-06-2017,37330,Czech,760,4,244.67,,CANCELLED
23076,2023-12-04,12532,Austria,779,4,229.63,,Completed
23077,2016-09-19,22941,Czechia,785,5,77.3,23.02,Done
23078,05-04-2020,39347,Austria,2033,3,276.29,15.18,shipped
23079,2017-07-04,20736,Czech,625,3,291.21,5.29,done
23080,2020-08,49989,DE,1795,3,104.58,25.14,DONE
23081,2016.12.23,24156,NL,2184,2,145.25,,done
23082,2017-03-14,11303,Czechia,160,4,171.09,10%,DONE
23083,2015-07-13,52949,Italy,1899,1,184.95,3.36,Completed
23084,07-12-2024,44041,IT,2419,3,213.35,10.42,Shipped
23085,2016-03-02,19295,italy,1452,3,249.31,,DONE
23086,2019-03-14,4017,NL,2381,5,188.0,9.74,shipped
23087,2019/03/22,41,Czechia,776,2,115.71,17.21,Completed
23088,2018-01-17,18928,Germany,2361,2,478.14,4.7,Completed
23089,2022.12.17,55391,SK,1411,3,218.98,,COMPLETED
23090,10/06/2018,32585,Spain,1574,3,141.03,2.84,COMPLETED
23091,2021-04-24,14883,FR,272,4,243.41,17.08,Done
23092,2020-06-30,26544,POL,715,2,151.68,6.03,Completed
23093,2023-09-14,3625,Sweden,2208,4,145.67,17.71,done
23094,2023-03-31,44662,germany,1320,5,295.42,11.3,complete
23095,2017-03-23,47397,Czech Republic,1103,4,108.0,10%,Shipped
23096,2022-07-25,30808,Deutschland,1010,2,131.49,9.78,COMPLETED
23097,2022/12/13,37575,Polska,372,2,335.79,,completed
23098,2024-03-29,43368,IT,890,3,215.42,15.21,complete
23099,2024-09-10,2735,italy,1046,5,198.38,5.85,DONE
23100,2022-06-08,47226,Sweden,932,2,224.77,33.34,completed
23101,2019-07-25,8185,Deutschland,2136,3,338.27,14.79,CANCELLED
23102,2017.12.14,40114,SE,2000,3,112.61,8.29,done
23103,2023-09-16,47027,italy,2265,2,223.54,3.06,COMPLETED
23104,2024-03-13,51454,GER,1663,3,320.14,18.71,shipped
23105,26/12/2015,51255,IT,2207,4,213.03,5.75,done
23106,2020-08-09,23060,France,611,6,122.01,13.26,complete
23107,2016-05-08,4721,italy,15,3,136.54,18.3,complete
23108,2017-07-30,30022,italy,2227,3,146.4,16.37,complete
23109,2018-11-18,36177,FR,1714,2,305.0,15.01,COMPLETED
23110,2018.02.22,9810,Poland,475,1,223.27,19.32,done
23111,2022-03-16,22083,czechia,275,7,132.8,13.57,done
23112,2015-11-07,5388,Holland,2057,5,171.17,20.98,CANCELLED
23113,06/03/2021,422,Deutschland,2022,6,260.23,3.59,CANCELLED
23114,2020-11-13,31500,SE,1058,2,186.03,13.96,completed
23115,2022/11/29,41831,Sweden,2249,1,192.76,0.0,done
23116,2015/12/23,5765,germany,1752,1,85.86,13.22,CANCELLED
23117,2018-05-22,15738,germany,1511,3,128.43,0.0,complete
23118,24-12-2021,22278,slovak,2306,2,186.59,11.45,complete
23119,2022-02-24,12420,GER,1777,608,400.96,6.88,Shipped
23120,2019-07-24,58164,Germany,133,4,264.01,5.03,complete
23121,2019-09-05,51357,Poland,1331,3,83.95,4.63,complete
23122,2024-09-17,45510,austria,2178,3,157.68,14.27,COMPLETED
23123,27-04-2018,35084,Slovakia,435,6,117.61,,completed
23124,2016-07-25,33517,france,2391,6,43.28,12.54,completed
23125,2024-08-04,18811,poland,2252,3,131.76,11.73,Done
23126,2023-02-15,51377,sweden,1736,3,307.5,15.08,completed
23127,2017-06-08,29502,Slovakia,139,2,192.28,13.06,completed
23128,2023-08-20,11869,italy,1301,3,188.25,15.04,SHIP
23129,2017/08/02,12850,spain,2037,2,107.93,4.57,completed
23130,2023/05/02,1710,Czech Republic,190,3,251.02,5.98,complete
23131,2021-05-06,37811,Polska,1763,4,304.36,18.51,Done
23132,2019.11.17,13161,Slovakia,268,1,135.23,3.41,COMPLETED
23133,2024-05-04,11963,czechia,429,3,244.48,6.83,Completed
23134,2023/02/13,24192,pl,950,3,200.04,0.69,Shipped
23135,11-05-2016,15985,sweden,1161,2,57.65,32.28,shipped
23136,26-01-2022,55520,France,1037,4,215.81,0.0,shipped
23137,2022-12-05,43404,Netherlands,926,2,88.98,0.0,CANCELLED
23138,2020-06-23,28997,netherlands,56,4,212.85,6.91,COMPLETED
23139,2017-10-29,48927,DE,472,4,189.99,13.6,COMPLETED
23140,2017/05/29,12829,Sweden,1339,2,360.21,17.32,CANCELLED
23141,2024-10-22,9062,AT,529,2,134.28,9.99,Shipped
23142,2019.06.07,22177,france,423,2,294.49,,complete
23143,27-03-2020,53929,FR,935,2,106.35,,done
23144,27-12-2020,58349,france,2379,6,183.94,17.07,complete
23145,2016-01-04,9651,SLOVAKIA,2181,3,192.18,8.71,complete
23146,13-11-2015,25808,france,2252,2,81.55,5.0,done
23147,2016-12-27,33253,FR,2263,3,206.73,30.21,CANCELLED
23148,2015-09-19,38730,NL,844,4,119.97,5.03,Done
23149,28-12-2023,720,SLOVAKIA,286,4,116.44,3.97,Done
23150,2016-07-17,56571,SLOVAKIA,1530,1,119.9,14.74,DONE
23151,28-04-2017,19649,Italy,1285,5,153.0,10.43,DONE
23152,2020-06-09,58723,PL,2115,3,300.01,10.36,done
